"Subject","Gruppe","Trial","item_type","color","source","recog","ONTest.RT","RKResponse","RKTest.RT","tag","ori_assign","assign","SMTest.RT","testword","Age","Group","SessionDate","SessionStartDateTimeUtc","SessionTime","Sex","studies","Block","Blocklist","Blocklist.Cycle","Blocklist.Sample","Procedure[Block]","Running[Block]","Strategieabfrage.ACC","Strategieabfrage.CRESP","Strategieabfrage.DurationError","Strategieabfrage.OnsetDelay","Strategieabfrage.OnsetTime","Strategieabfrage.OnsetToOnsetTime","Strategieabfrage.RESP","Strategieabfrage.RT","Strategieabfrage.RTTime","fontsize","ListTest.Resp","onleft","onright","ONTest.Resp","pos","position","rkleft","rkright","Running[Trial]","StudyList1","StudyList1.Cycle","StudyList1.Sample","TestList","TestList.Cycle","TestList.Sample","UebungMemCue","used"
96,"EX",19,"F item","cyan","top","old",2797,"know",374,"R","C","T",951,"Pfarrer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,19,1,19,NA,1
96,"EX",20,"distractor","new","nosou","new",1596,"new",374,"N","N","N",951,"Lager",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,20,1,20,NA,1
96,"EX",21,"F item","cyan","top","new",2423,"new",374,"N","N","N",951,"Dampf",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,21,1,21,NA,1
96,"EX",22,"distractor","new","nosou","old",2417,"know",505,"F","C","T",2141,"Palast",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,22,1,22,NA,1
96,"EX",23,"distractor","new","nosou","new",3434,"new",505,"N","N","N",2141,"Hose",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,23,1,23,NA,1
96,"EX",24,"F item","cyan","top","new",2628,"new",505,"N","N","N",2141,"Rathaus",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,24,1,24,NA,1
96,"EX",25,"distractor","new","nosou","new",1022,"new",505,"N","N","N",2141,"Meer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,25,1,25,NA,1
96,"EX",26,"R item","yellow","bottom","old",960,"remember",754,"R","C","T",4876,"Zucker",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,26,1,26,NA,1
96,"EX",27,"R item","cyan","top","new",1885,"new",754,"N","N","N",4876,"Getränk",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,27,1,27,NA,1
96,"EX",28,"R item","yellow","bottom","old",845,"remember",411,"R","Y","B",4331,"Sessel",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,28,1,28,NA,1
96,"EX",29,"distractor","new","nosou","new",922,"new",411,"N","N","N",4331,"Buch",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,29,1,29,NA,1
96,"EX",30,"distractor","new","nosou","new",1007,"new",411,"N","N","N",4331,"Hektar",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,30,1,30,NA,1
96,"EX",31,"distractor","new","nosou","new",1106,"new",411,"N","N","N",4331,"Küste",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,31,1,31,NA,1
96,"EX",32,"R item","cyan","top","old",960,"remember",538,"R","Y","B",1507,"Klippe",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,32,1,32,NA,1
96,"EX",33,"distractor","new","nosou","new",2170,"new",538,"N","N","N",1507,"Panzer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,33,1,33,NA,1
96,"EX",34,"F item","yellow","bottom","new",822,"new",538,"N","N","N",1507,"Reptil",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,34,1,34,NA,1
96,"EX",35,"R item","yellow","bottom","old",784,"remember",385,"R","Y","B",1906,"Person",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,35,1,35,NA,1
96,"EX",36,"distractor","new","nosou","new",929,"new",385,"N","N","N",1906,"Bankier",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,36,1,36,NA,1
96,"EX",37,"distractor","new","nosou","new",1751,"new",385,"N","N","N",1906,"Nagel",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,37,1,37,NA,1
96,"EX",38,"distractor","new","nosou","old",1764,"know",654,"F","Y","B",7836,"Metall",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,38,1,38,NA,1
96,"EX",39,"R item","yellow","bottom","old",1287,"remember",293,"R","Y","B",1153,"Altar",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,39,1,39,NA,1
96,"EX",40,"R item","yellow","bottom","old",1102,"remember",577,"R","Y","B",306,"Schleim",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,40,1,40,NA,1
96,"EX",41,"R item","yellow","bottom","old",1177,"remember",522,"R","Y","B",997,"Ofen",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,41,1,41,NA,1
96,"EX",42,"distractor","new","nosou","new",920,"new",522,"N","N","N",997,"Elefant",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,42,1,42,NA,1
96,"EX",43,"distractor","new","nosou","new",1230,"new",522,"N","N","N",997,"Gerät",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,43,1,43,NA,1
96,"EX",44,"distractor","new","nosou","new",920,"new",522,"N","N","N",997,"Blüte",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,44,1,44,NA,1
96,"EX",45,"R item","cyan","top","old",965,"remember",359,"R","Y","B",2281,"Klavier",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,45,1,45,NA,1
96,"EX",46,"R item","yellow","bottom","old",1017,"remember",473,"R","C","T",1174,"Orkan",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,46,1,46,NA,1
96,"EX",47,"F item","cyan","top","old",3146,"know",557,"F","C","T",1494,"Junge",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,47,1,47,NA,1
96,"EX",48,"R item","cyan","top","old",918,"remember",321,"R","C","T",1884,"Lawine",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,48,1,48,NA,1
96,"EX",49,"F item","cyan","top","old",1027,"remember",674,"F","C","T",3247,"Auto",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,49,1,49,NA,1
96,"EX",50,"F item","yellow","bottom","old",913,"remember",485,"F","Y","B",2986,"Schädel",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,50,1,50,NA,1
96,"EX",51,"distractor","new","nosou","old",1350,"know",520,"F","C","T",1732,"Stein",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,51,1,51,NA,1
96,"EX",52,"distractor","new","nosou","new",3802,"new",520,"N","N","N",1732,"Dichter",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,52,1,52,NA,1
96,"EX",53,"distractor","new","nosou","new",1062,"new",520,"N","N","N",1732,"Puppe",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,53,1,53,NA,1
96,"EX",54,"F item","cyan","top","old",2454,"remember",1316,"R","Y","B",1312,"Zimmer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,54,1,54,NA,1
96,"EX",55,"distractor","new","nosou","old",2991,"know",423,"F","C","T",1190,"Dampfer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,55,1,55,NA,1
96,"EX",56,"distractor","new","nosou","old",2385,"know",1154,"F","C","T",780,"Schlamm",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,56,1,56,NA,1
96,"EX",57,"distractor","new","nosou","new",1808,"new",1154,"N","N","N",780,"Lerche",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,57,1,57,NA,1
96,"EX",58,"R item","cyan","top","old",795,"remember",267,"R","Y","B",2281,"Allee",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,58,1,58,NA,1
96,"EX",59,"F item","yellow","bottom","old",993,"remember",521,"R","Y","B",244,"Brief",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,59,1,59,NA,1
96,"EX",60,"distractor","new","nosou","new",1333,"new",521,"N","N","N",244,"Wald",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,60,1,60,NA,1
96,"EX",61,"F item","cyan","top","old",803,"remember",283,"R","Y","B",2736,"Plakat",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,61,1,61,NA,1
96,"EX",62,"distractor","new","nosou","old",998,"know",1278,"F","C","T",948,"Papier",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,62,1,62,NA,1
96,"EX",63,"F item","yellow","bottom","old",1113,"remember",843,"F","C","T",938,"Hafer",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,63,1,63,NA,1
96,"EX",64,"F item","cyan","top","old",2135,"know",306,"F","Y","B",846,"Boden",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,64,1,64,NA,1
96,"EX",65,"R item","yellow","bottom","old",1055,"remember",389,"R","Y","B",341,"Blase",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,65,1,65,NA,1
96,"EX",66,"R item","cyan","top","old",786,"remember",259,"R","Y","B",281,"Hütte",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,66,1,66,NA,1
96,"EX",67,"F item","cyan","top","new",1192,"new",259,"N","N","N",281,"Fahne",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,67,1,67,NA,1
96,"EX",68,"distractor","new","nosou","new",1187,"new",259,"N","N","N",281,"Gemüse",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,68,1,68,NA,1
96,"EX",69,"R item","cyan","top","old",799,"remember",247,"R","Y","B",421,"Schmied",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,69,1,69,NA,1
96,"EX",70,"F item","yellow","bottom","old",1527,"know",762,"F","C","T",772,"Wiese",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,70,1,70,NA,1
96,"EX",71,"distractor","new","nosou","old",2784,"know",361,"F","C","T",475,"Geld",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,71,1,71,NA,1
96,"EX",72,"R item","yellow","bottom","old",2737,"know",420,"F","C","T",555,"Schüler",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,72,1,72,NA,1
96,"EX",73,"R item","cyan","top","old",1024,"remember",2015,"R","Y","B",591,"Kalk",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,73,1,73,NA,1
96,"EX",74,"F item","cyan","top","old",986,"know",811,"F","Y","B",1011,"Erde",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,74,1,74,NA,1
96,"EX",75,"F item","cyan","top","old",845,"know",731,"F","Y","B",390,"Staub",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,75,1,75,NA,1
96,"EX",76,"F item","yellow","bottom","old",1161,"know",531,"F","C","T",302,"Kugel",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,76,1,76,NA,1
96,"EX",77,"distractor","new","nosou","new",1269,"new",531,"N","N","N",302,"Pelz",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,77,1,77,NA,1
96,"EX",78,"F item","yellow","bottom","new",1302,"new",531,"N","N","N",302,"Frosch",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,78,1,78,NA,1
96,"EX",79,"distractor","new","nosou","new",877,"new",531,"N","N","N",302,"Nonne",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,79,1,79,NA,1
96,"EX",80,"distractor","new","nosou","new",1005,"new",531,"N","N","N",302,"Harfe",25,1,2019-09-04,"04.09.2019 09:37:46",1899-12-31 11:37:46,"weiblich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,31,1592494,0,"n",7369,1599863,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,80,1,80,NA,1
